Boh_Osc,Cor,Dos_Equ_Lag,Dos_Equ_Amb,Ind,Mod_Esp,Neg_Mod,Sol,Tec_Lig,Vic,Pil,Amb_Lag,Boc,Dar_Lag,Whe_Bee,Pal_Ale,Ind_Pal_Ale,Str_Ale,Bro_Ale,Sto
5,1,2,3,3,3,4,1,1,3,2,3,4,3,2,3,5,4,4,5
